ID,Tweet,Affect Dimension,intensity
2017-En-10072,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,anger,0.75
2017-En-11507,@MisterAK47 it's very telling that racist bigots always resort to the insult 'fag' like that's worse than being a racist bigot.,anger,0.556
2017-En-10946,@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈 #bitter #soreloser,anger,0.583
2017-En-10940,Lol little things like that make me so angry x,anger,0.604
2017-En-21354,"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",anger,0.766
2017-En-11609,I swear I got anger issues but my heart big AF...,anger,0.604
2017-En-11088,This is a joke @SomersetCCC #fuming,anger,0.688
2017-En-10127,I just love it when people make plans for me without actually including me in this process #rage,anger,0.688
2017-En-10378,@OstinOng YUUUHH 🙄😭 plus clin ep and prevmed ugghhh hahaha #bitter,anger,0.521
2017-En-11107,@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?,anger,0.542
2017-En-11530,@Arsenal Giroud's beard is making me angry.,anger,0.625
2017-En-40971,@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,anger,0.646
2017-En-11147,Me and these burns that I pick up off the pitches don't get on at all like 😢😢 #sting,anger,0.542
2017-En-11158,ICQ is just making me mad!!!😤 #icq #angry,anger,0.75
2017-En-11248,"If angry, bash out your frustration on the pastry #GBBO",anger,0.53
2017-En-10026,.@DIVAmagazine than straight people. Even the arse straight guys who think that means a threesome is fine. #angry #fuming,anger,0.792
2017-En-11344,@Dak2future decorations are up all over Jersey already #outrage,anger,0.562
2017-En-10919,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",anger,0.708
2017-En-11548,"Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.",anger,0.741
2017-En-10221,I genuinely think I have anger issues,anger,0.604
2017-En-11144,"@MagicAndFangs 'Just by getting lost! I don't want to see you in my eyes!' Hungary huffed and crossed her arms, looking away angrily.",anger,0.562
2017-En-11340,"#Scorpio's can withdraw to a quiet place after being hurt, only to think of a plan to sting back.",anger,0.583
2017-En-11426,I can see how this will end\nIn all its bitter tragedy\nI'll give you all I have to spend\nAnd you'll give nothing back to me,anger,0.542
2017-En-10105,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,anger,0.708
2017-En-11236,"Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.",anger,0.604
2017-En-11036,I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered,anger,0.91
2017-En-11634,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me ,anger,0.542
2017-En-10196,@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,anger,0.625
2017-En-10219,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up  #treatcustomersfairly,anger,0.604
2017-En-10159,"@mdivincenzo9 he's stupid, I hate him lol #bitter",anger,0.646
2017-En-10379,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",anger,0.521
2017-En-10248,I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry,anger,0.583
2017-En-10120,@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,anger,0.688
2017-En-10190,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt,anger,0.625
2017-En-11188,some of the casuals tweets that Vic has faved are making me gag ,anger,0.646
2017-En-11620,@Supergold2002 Terence- got a lot of anger issues from my family and school.,anger,0.625
2017-En-11409,@Evan_McMullin He's spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the 'other',anger,0.604
2017-En-11166,@CallumPinner you came in at silly o'clock and woke me up that's what happened #wasted #fuming,anger,0.771
2017-En-11143,Finally uploaded the file I needed to the university server's drop box. It took like half an hour and a lot of cursing and anger on my part,anger,0.521
2017-En-10337,"Actually be arsed with my sister sometimes, she controls the TV 90% of the time and when I watch one thing she gets in a huff 🙄",anger,0.542
2017-En-10141,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,anger,0.667
2017-En-11173,"No, nipples don't offend me lol. But it's sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.",anger,0.521
2017-En-11626,ramos does what he does best burning haters with his head,anger,0.509
2017-En-10212,"Don't join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ",anger,0.604
2017-En-10067,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,anger,0.75
2017-En-11127,@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees,anger,0.667
2017-En-10066,my mom cut my phone off and I'm so furious 🤗,anger,0.75
2017-En-11533,Don't chase fame\nif you're going\nto resent it\nwhen it starts\nchasing you'\nWRDSMTH,anger,0.542
2017-En-11449,I hate not having the answers I need. #tomourssuck #prayinsnotcancer #angry,anger,0.792
2017-En-10001,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted ,anger,0.896
2017-En-10368,#Hudcomedy #AdamRowe  #insult Slutfaceshlongnugget,anger,0.521
2017-En-10267,Why mfs so bitter,anger,0.562
2017-En-10279,Like hello? I am your first born you must always laugh at my jokes. #offended,anger,0.562
2017-En-10319,"I really really resent having to go to bed at a sensible hour, you guys. I WANT TO TALK TO MY PEOPLE.",anger,0.542
2017-En-11085,"I had Golden Ocean the other day it was lush, then I gagged and was sick... What a waste of £20 - I was fuming @EmmaGould_ I miss you",anger,0.688
2017-En-11073,A black female LEO💙 was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,anger,0.583
2017-En-10978,@TheRevAl please tell us why 'protesting' injustice requires #burning #beating and #looting terrible optics #toussaintromain is true leader!,anger,0.729
2017-En-11098,People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop,anger,0.688
2017-En-10147,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,anger,0.667
2017-En-11204,@douglas_nat @one11north I need it today! Do u know how many fuckin French plaits I had to do this morn with a stroppy 9 yr old! ,anger,0.729
2017-En-11274,@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin,anger,0.646
2017-En-10079,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",anger,0.729
2017-En-11571,i already gets aggravated too fast like why aggravate me on purpose?,anger,0.604
2017-En-11424,Circle K is dead to me. I hate your new slushie machine.  #livid,anger,0.75
2017-En-11633,@EmmaHobbs1 I did that! 3 days later my order isn't even in the same postcode as me #fuming,anger,0.667
2017-En-11441,@SouthernRailUK delays from Streatham Cmn to Clap Junc &amp; now train took 20 mins for 9 mins journey. Missed 2 trains to Reading #fuming,anger,0.628
2017-En-11136,We are raging angry.=1/2 bil $ for 2 pro Liars.(Actors) the most useless people in america Where is ours for working 100 X harder? @FoxNews,anger,0.667
2017-En-31557,never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*,anger,0.521
2017-En-11032,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.,anger,0.583
2017-En-10203,I just wanna know why there's no outrage for black on black crime and no one knows those victims but BLM is out to kill cops based on media,anger,0.625
2017-En-10330,@eNCA what they should be doing is directing their anger to the thieves in government...#corruption #FeesMustFall,anger,0.542
2017-En-11526,"Okay you've annoyed me, you haven't done a good job there at all. #furious",anger,0.673
2017-En-11404,@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage,anger,0.646
2017-En-11614,@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.,anger,0.542
2017-En-11351,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery?   #rage. #iphonePhoneHome,anger,0.667
2017-En-10170,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger,0.646
2017-En-10282,and apparently he's supposed to have a Scottish accent??? I'm #offended,anger,0.562
2017-En-40444,Candice on great british bake off with that pout does my head in 👊🏻🙄,anger,0.583
2017-En-30829,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",anger,0.604
2017-En-11021,@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus ,anger,0.521
2017-En-10351,@TillTheEndMMVI I accidetly dumped boiling water my myself 😫,anger,0.521
2017-En-10084,but that was a mistake and a half assed excuse and now here i am burning in hell forever,anger,0.729
2017-En-11135,#ADP's #ezlabor web portal has to be THE SLOWEST web app I have ever had the displeasure of using!!,anger,0.729
2017-En-10240,"@UnitedFrontRev @JuanDeznuts @LucidHurricane_ sex offense happens across ALL races, cultures, and creeds &amp; they should be castrated",anger,0.629
2017-En-11565,"James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #bitter  #shouldofVotedforNicole",anger,0.708
2017-En-40131,@HannahFJames I'm distraught! 😭 Candice and her pout can piss off,anger,0.625
2017-En-41196,The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days,anger,0.521
2017-En-11512,How on earth can the projection of all that is good and happy and true in my soul be a poisonous fucking snake? #patronus #adder ,anger,0.667
2017-En-10179,@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines  #con!,anger,0.646
2017-En-11471,Goddamn headache. ,anger,0.646
2017-En-10002,@DPD_UK I asked for my parcel to be delivered to a pick up store not my address #fuming #poorcustomerservice,anger,0.896
2017-En-10505,Egyptian officials expressed frustration and outrage over the Obama/Hillary administration’s support of the Muslim Brotherhood,anger,0.579
2017-En-11335,Just watching crimewatch what kind of sick fuck touches 6 year olds 😡😡😡😡 shit like this makes me fume!!!,anger,0.688
2017-En-10937,"@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",anger,0.625
2017-En-10060,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,anger,0.75
2017-En-10034,@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,anger,0.792
2017-En-11087,No offense but to the ppl out there using creams to build your glutes...COME ON. Go squat and what not.,anger,0.542
2017-En-11445,@tomwilcox77 @mattgrime fuming,anger,0.729
2017-En-10318,I'm not saying he might be like big foot but it might be like natural biological father says blood boiling if he cross,anger,0.542
2017-En-11156,"@FoxNews #Poor = #angry and justly so. Offer people some hope! My god, does anyone see this?! #Education should not be for the #elite",anger,0.75
2017-En-10226,Just paid for chicken at @panerabread and didn't even get any 😑😑😑 there goes 4 dollars and me as a customer ,anger,0.604
